"lagoslakeid","site_id","site_legacyid","site_legacyname","site_lat_decdeg","site_lon_decdeg"
339624,"339624-AA","21NDHDWQ-381325","WELK DAM - DEEPEST",46.121211,-100.32426
339624,"339624-AA","21NDHDWQ-381328","WELK DAM - FISH FLESH",46.121211,-100.32426
341466,"341466-AA","21NDHDWQ-381330","NIEUWSMA DAM - DEEPEST",45.971761,-100.04501
341466,"341466-AA","21NDHDWQ-381333","NIEUWSMA DAM - FISH FLESH",45.971761,-100.04501
342606,"342606-AA","21NDHDWQ-381335","LONG LAKE - DEEPEST",47.7205,-100.856051
342606,"342606-AA","21NDHDWQ-381337","LONG LAKE - FISH FLESH",47.7205,-100.856051
315380,"315380-AB","21NDHDWQ-381340","NORTH GOLDEN LAKE - DEEPEST",47.58622,-97.63144
334170,"334170-AA","21NDHDWQ-381345","NORTH CARLSON LAKE - DEEPEST",47.923031,-101.474179
334170,"334170-AA","21NDHDWQ-381347","NORTH CARLSON LAKE-FISH FLESH",47.923031,-101.474179
312448,"312448-AA","21NDHDWQ-381350","VELVA SPORTSMAN DAM - DEEPEST",47.93575,-100.9715
312448,"312448-AA","21NDHDWQ-381351","VELVA SPORTSMANS DAM-LITTORAL",47.935161,-100.971
312448,"312448-AA","21NDHDWQ-381353","VELVA SPORTSMANS DAM - FISH",47.93575,-100.9715
334017,"334017-AA","21NDHDWQ-381355","CLEARWATER LAKE - DEEPEST",48.409139,-102.28606
334017,"334017-AA","21NDHDWQ-381358","CLEARWATER LAKE - FISH FLESH",48.409139,-102.28606
314261,"314261-AA","21NDHDWQ-381360","ALKALI LAKE - DEEPEST",46.024619,-97.38213
314261,"314261-AA","21NDHDWQ-381362","ALKALI LAKE - LITTORAL",46.02398,-97.38418
314261,"314261-AA","21NDHDWQ-381363","ALKALI LAKE - FISH FLESH",46.024619,-97.38213
330939,"330939-AA","21NDHDWQ-381370","HIDDENWOOD LAKE - DEEPEST",47.8486,-101.800101
330939,"330939-AA","21NDHDWQ-381372","HIDDENWOOD LAKE - LITTORAL",47.849719,-101.80038
330939,"330939-AA","21NDHDWQ-381373","HIDDENWOOD LAKE - FISH FLESH",47.8486,-101.800101
316217,"316217-AA","21NDHDWQ-381375","WARSING DAM - DEEPEST",47.83695,-99.11788
316217,"316217-AA","21NDHDWQ-381378","WARSING DAM - FISH FLESH",47.83695,-99.11788
343105,"343105-AA","21NDHDWQ-381380","EAST PARK LAKE - DEEPEST",47.35955,-100.73338
343105,"343105-AA","21NDHDWQ-381383","EAST PARK LAKE - FISH FLESH",47.35955,-100.73338
338659,"338659-AA","21NDHDWQ-381385","WEST PARK LAKE - DEEPEST",47.361639,-100.7839
338659,"338659-AA","21NDHDWQ-381386","WEST PARK LAKE - LITTORAL",47.362461,-100.78507
338659,"338659-AA","21NDHDWQ-381388","WEST PARK LAKE - FISH FLESH",47.361639,-100.7839
340819,"340819-AA","21NDHDWQ-381390","NEW JOHNS LAKE - DEEPEST",47.323231,-100.65125
340819,"340819-AA","21NDHDWQ-381393","NEW JOHNS LAKE - FISH FLESH",47.323231,-100.65125
341351,"341351-AA","21NDHDWQ-381395","HECKERS LAKE - DEEPEST",47.340561,-100.67102
341351,"341351-AA","21NDHDWQ-381398","HECKERS LAKE - FISH FLESH",47.340561,-100.67102
352729,"352729-AA","21NDHDWQ-381400","WILSON DAM - DEEPEST",46.175761,-98.75034
352729,"352729-AA","21NDHDWQ-381402","WILSON DAM - INLET",46.175061,-98.74994
352729,"352729-AA","21NDHDWQ-381403","WILSON DAM - FISH FLESH",46.17613,-98.75101
338171,"338171-AA","21NDHDWQ-381405","BLUE LAKE - DEEPEST",47.542011,-100.75042
339022,"339022-AC","21NDHDWQ-381409","Bowman-Haley Dam Deepest",45.98517,-103.248191
341170,"341170-AA","21NDHDWQ-381415","DANZIG DAM - DEEPEST",46.896719,-101.60165
341170,"341170-AA","21NDHDWQ-381418","DANZIG DAM - FISH FLESH",46.896719,-101.60165
343654,"343654-AA","21NDHDWQ-381420","DICKINSON DIKE - DEEPEST",46.8728,-102.82257
343654,"343654-AA","21NDHDWQ-381423","DICKINSON DIKE - FISH FLESH",46.8728,-102.82257
340391,"340391-AA","21NDHDWQ-381425","LAKE BREKKEN - DEEPEST",47.54548,-100.894069
340391,"340391-AA","21NDHDWQ-381428","LAKE BREKKEN - FISH FLESH",47.54548,-100.894069
343060,"343060-AB","21NDHDWQ-381430","LAKE HOLMES - DEEPEST",47.533339,-100.87123
343060,"343060-AB","21NDHDWQ-381433","LAKE HOLMES - FISH FLESH",47.533339,-100.87123
329521,"329521-AA","21NDHDWQ-381435","LELAND DAM - DEEPEST",47.56015,-103.80035
329521,"329521-AA","21NDHDWQ-381436","LELAND DAM - LITTORAL",47.560619,-103.800399
329521,"329521-AA","21NDHDWQ-381438","LELAND DAM - FISH FLESH",47.56015,-103.80035
312526,"312526-AA","21NDHDWQ-383000","LAKE GEORGE - DEEPEST",48.123469,-100.42086
312526,"312526-AA","21NDHDWQ-383003","LAKE GEORGE - FISH FLESH",48.123469,-100.42086
313473,"313473-AA","21NDHDWQ-383005","BUFFALO LODGE LAKE - DEEPEST",48.331039,-100.76269
313473,"313473-AA","21NDHDWQ-383008","BUFFALO LODGE LAKE - FISH",48.331039,-100.76269
331185,"331185-AA","21NDHDWQ-383010","SPRING LAKE - E BASIN-DEEPEST",48.19945,-103.6183
332786,"332786-AA","21NDHDWQ-383011","SPRING LAKE - W BASIN-DEEPEST",48.200689,-103.620739
331185,"331185-AA","21NDHDWQ-383012","SPRING LAKE - E BASIN-LITTORAL",48.199539,-103.61701
332786,"332786-AA","21NDHDWQ-383013","SPRING LAKE - W BASIN-LITTORAL",48.200969,-103.621049
332786,"332786-AA","21NDHDWQ-383014","SPRING LAKE - INLET",48.20055,-103.62226
331185,"331185-AA","21NDHDWQ-383015","SPRING LAKE - FISH FLESH",48.19945,-103.6183
342609,"342609-AB","21NDHDWQ-383025","LAKE GEORGE - DEEPEST",46.7388,-99.48943
312676,"312676-AC","21NDHDWQ-384140","LAKE DARLING - DEEPEST",48.459011,-101.58567
312676,"312676-AC","21NDHDWQ-384145","LAKE DARLING - FISH",48.459011,-101.58567
311086,"311086-AB","21NDHDWQ-384151","UPPER DES LACS - N OF HWY 5",48.831031,-102.101979
315050,"315050-AA","21NDHDWQ-385029","PELICAN LAKE",48.0848,-99.954
337264,"337264-AB","21NDHDWQ-385033","LAKE OAHE",46.24582,-100.56388
339023,"339023-AA","21NDHDWQ-385154","Lake ILO - Fish Only",47.34201,-102.66794
339913,"339913-AA","21NDHDWQ-385155","Lake Josephine - Fish Only",47.17904,-100.00675
339908,"339908-AA","21NDHDWQ-385160","Rice Lake near Strasburg - Fish Only",46.03751,-100.08129
332238,"332238-AB","21NDHDWQ-385310","Kettle Lake - Deepest Area",48.60713,-103.62387
343654,"343654-AA","21NDHDWQ-385313","Dickinson Dike Deepest (Post Dredging)",46.872222,-102.821667
341114,"341114-AA","21NDHDWQ-385317","Sheep Creek Dam",46.340961,-101.848529
312320,"312320-AA","21NDHDWQ-385319","Round Lake",48.03281,-100.27615
332559,"332559-AA","21NDHDWQ-385344","South Carlson Lake",47.91136,-101.46799
341237,"341237-AA","21NDHDWQ-385347","East Arroda Dam",47.23505,-101.22055
333611,"333611-AA","21NDHDWQ-385348","Makoti Lake",47.88808,-101.798301
341802,"341802-AA","21NDHDWQ-385349","Belfield Dam",46.87901,-103.207291
337628,"337628-AA","21NDHDWQ-385350","Raleigh Reservoir",46.34842,-101.3699
339036,"339036-AB","21NDHDWQ-385361","Alkaline Lake (Kidder County)",46.65672,-99.56475
316709,"316709-AA","21NDHDWQ-385384","Moon Lake - Fish Flesh Only",46.857,-98.15769
354719,"354719-AA","21NDHDWQ-385385","Kalmbach Lake - Fish Flesh Only",46.50478,-98.990194
339908,"339908-AA","21NDHDWQ-385393","Rice Lake (Emmons Co)",46.03835,-100.080761
315378,"315378-AA","21NDHDWQ-385405","Lake Tewaukon",45.99547,-97.34581
344229,"344229-AA","21NDHDWQ-385477","Crystal Springs",46.878706,-99.453805
342038,"342038-AA","21NDHDWQ-385479","Harmony Lake",47.383092,-101.6494
331525,"331525-AA","21NDHDWQ-385480","Custer Mine Pond",47.622621,-101.304652
340821,"340821-AA","21NDHDWQ-385481","Mitchell Lake",47.16882,-100.292135
342600,"342600-AD","21NDHDWQ-385497","Long Lake",46.744931,-100.057594
314256,"314256-AD","21NDHDWQ_WQX-380221","Devils Lake - 6 Mile Bay",48.1053,-99.025491
316217,"316217-AA","21NDHDWQ_WQX-380224","Warsing Dam - Nr Sheyenne",47.83611,-99.116669
314257,"314257-AA","21NDHDWQ_WQX-380235","East Devils Lake - Deepest",47.95486,-98.64633
350988,"350988-AB","21NDHDWQ_WQX-380353","Spiritwood Lake - Center",47.07424,-98.58313
315561,"315561-AA","21NDHDWQ_WQX-380500","Red Willow Lake - Deepest",47.64406,-98.371961
339034,"339034-AC","21NDHDWQ_WQX-380512","Beaver Lake - Deepest",46.39507,-99.605301
340399,"340399-AA","21NDHDWQ_WQX-380520","Strawberry Lake - Deepest",47.76644,-100.866329
314560,"314560-AG","21NDHDWQ_WQX-380531","South Golden Lake - Deepest",47.572575,-97.636885
314906,"314906-AA","21NDHDWQ_WQX-380532","Rush Lake",47.563814,-97.650544
330626,"330626-AA","21NDHDWQ_WQX-380540","Blacktail Dam - Deepest",48.42984,-103.7331
340441,"340441-AE","21NDHDWQ_WQX-380560","Brush Lake - Deepest",47.52939,-100.72665
350988,"350988-AB","21NDHDWQ_WQX-380600","Spiritwood Lake - Deepest",47.07411,-98.58375
311094,"311094-AD","21NDHDWQ_WQX-380612","Lake Metigoshe - Center Basin",48.97765,-100.35357
311094,"311094-AD","21NDHDWQ_WQX-380613","Lake Metigoshe - Fish Flesh",48.97765,-100.35357
342596,"342596-AA","21NDHDWQ_WQX-380620","Sweetbriar Dam - Deepest",46.86506,-101.25895
342596,"342596-AA","21NDHDWQ_WQX-380623","Sweetbriar Dam - Fish Flesh",46.86506,-101.25895
339213,"339213-AA","21NDHDWQ_WQX-380630","Mirror Lake - Deepest",45.9941,-102.63483
339213,"339213-AA","21NDHDWQ_WQX-380631","Mirror Lake - B/F Deepening",45.9941,-102.63483
313874,"313874-AC","21NDHDWQ_WQX-380641","Lake Upsilon - Deepest",48.96079,-99.84173
313874,"313874-AC","21NDHDWQ_WQX-380642","Lake Upsilon - Littoral",48.96129,-99.84411
313874,"313874-AC","21NDHDWQ_WQX-380643","Lake Upsilon - Fish Flesh",48.96079,-99.84173
332248,"332248-AA","21NDHDWQ_WQX-380650","Arnegard Dam - Deepest Area",47.83555,-103.486869
332248,"332248-AA","21NDHDWQ_WQX-380652","Arnegard Dam - Littoral",47.83532,-103.487721
331698,"331698-AA","21NDHDWQ_WQX-380670","Camels Hump Dam - Deepest",46.94423,-103.81134
311493,"311493-AA","21NDHDWQ_WQX-380675","Carpenter Lake - Deepest",48.96138,-99.97717
311493,"311493-AA","21NDHDWQ_WQX-380678","Carpenter  Lake - Fish Flesh",48.96138,-99.97717
343491,"343491-AB","21NDHDWQ_WQX-380687","Cedar Lake - Deepest",46.29039,-102.96636
314507,"314507-AB","21NDHDWQ_WQX-380691","Clausen Springs - Deepest",46.6823,-98.036
314507,"314507-AB","21NDHDWQ_WQX-380694","Clausen Springs - Fish Flesh",46.6823,-98.036
331739,"331739-AA","21NDHDWQ_WQX-380695","Cottonwood Lake - Deepest",48.58755,-103.43749
333311,"333311-AA","21NDHDWQ_WQX-380705","Davis Dam - Deepest",46.54624,-103.66072
333311,"333311-AA","21NDHDWQ_WQX-380706","Davis Dam - Littoral",46.54495,-103.66034
333311,"333311-AA","21NDHDWQ_WQX-380708","Davis Dam - Fish Flesh",46.54624,-103.66072
316078,"316078-AA","21NDHDWQ_WQX-380710","Lake Elsie - Deepest",46.04716,-96.93223
316078,"316078-AA","21NDHDWQ_WQX-380713","Lake Elsie - Fish Flesh",46.04732,-96.93221
333168,"333168-AA","21NDHDWQ_WQX-380715","Epping-Springbrook Dam-Deepest",48.25622,-103.430479
333168,"333168-AA","21NDHDWQ_WQX-380719","Epping Springbrook Dam - Fish",48.25672,-103.429229
339439,"339439-AA","21NDHDWQ_WQX-380720","Fish Creek Dam - Deepest",46.72511,-101.22833
339439,"339439-AA","21NDHDWQ_WQX-380723","Fish Creek Dam - Fish Flesh",46.72511,-101.22833
338846,"338846-AA","21NDHDWQ_WQX-380725","Frettum Dam - Deepest",47.1641,-99.727001
343493,"343493-AA","21NDHDWQ_WQX-380730","Froelich Dam - Deepest",46.16111,-100.989
343493,"343493-AA","21NDHDWQ_WQX-380734","Froelich Dam - Fish Flesh",46.16111,-100.989
340814,"340814-AA","21NDHDWQ_WQX-380735","Gascoyne Lake - Deepest",46.13172,-103.093389
314694,"314694-AA","21NDHDWQ_WQX-380755","Hooker Lake - Deepest",48.95861,-99.88873
314694,"314694-AA","21NDHDWQ_WQX-380758","Hooker Lake - Fish Flesh",48.95861,-99.88873
338176,"338176-AA","21NDHDWQ_WQX-380760","Lake Hoskins  - Deepest",46.04063,-99.449309
338176,"338176-AA","21NDHDWQ_WQX-380763","Lake Hoskins - Fish Flesh",46.04063,-99.449309
341690,"341690-AA","21NDHDWQ_WQX-380765","Indian Creek Dam - Deepest",46.33822,-102.62731
341690,"341690-AA","21NDHDWQ_WQX-380768","Indian Creek Dam - Fish Flesh",46.33822,-102.62731
354719,"354719-AA","21NDHDWQ_WQX-380780","Kalmbach - Deepest",46.50478,-98.9902
331210,"331210-AA","21NDHDWQ_WQX-380785","Kota Ray Dam - Deepest",48.23865,-103.142249
331210,"331210-AA","21NDHDWQ_WQX-380788","Kota Ray Dam - Fish Flesh",48.23865,-103.142249
349896,"349896-AA","21NDHDWQ_WQX-380790","Kulm-Edgeley Dam - Deepest",46.32949,-98.81638
354491,"354491-AA","21NDHDWQ_WQX-380795","Lake LaMoure - Deepest",46.3002,-98.2708
354491,"354491-AA","21NDHDWQ_WQX-380798","Lake LaMoure - Fish Flesh",46.3002,-98.2708
340996,"340996-AA","21NDHDWQ_WQX-380800","Larson Lake - Deepest",46.42748,-102.51295
343739,"343739-AA","21NDHDWQ_WQX-380801","North Lemmon Lake - Fish Flesh",46.0107,-102.16027
330139,"330139-AA","21NDHDWQ_WQX-380810","McCloud Reservoir",48.33828,-103.17069
343127,"343127-AA","21NDHDWQ_WQX-380815","McDowell Dam - Deepest",46.82628,-100.63429
333889,"333889-AA","21NDHDWQ_WQX-380820","McGregor Dam - Deepest",48.5862,-102.93269
316709,"316709-AA","21NDHDWQ_WQX-380825","Moon Lake - Deepest",46.857,-98.15769
337480,"337480-AA","21NDHDWQ_WQX-380835","Mott Watershed Dam - Deepest",46.38349,-102.327311
338162,"338162-AA","21NDHDWQ_WQX-380840","Nelson Lake - Deepest",47.06641,-101.20778
311910,"311910-AA","21NDHDWQ_WQX-380845","Northgate Dam - Deepest",48.92429,-102.26945
338162,"338162-AA","21NDHDWQ_WQX-380849","Nelson Lake - Fish Flesh",47.06641,-101.20778
343739,"343739-AA","21NDHDWQ_WQX-380850","North Lemmon Lake - Deepest",46.0107,-102.16027
337662,"337662-AA","21NDHDWQ_WQX-380855","Nygren Dam - Deepest",46.58779,-101.20874
337662,"337662-AA","21NDHDWQ_WQX-380856","Nygren Dam - Littoral",46.58749,-101.20949
337662,"337662-AA","21NDHDWQ_WQX-380858","Nygren Dam - Fish Flesh",46.58779,-101.20826
331676,"331676-AA","21NDHDWQ_WQX-380860","Odland Dam - Deepest",47.03966,-104.013179
337263,"337263-AA","21NDHDWQ_WQX-380865","Patterson Lake - Deepest",46.86718,-102.83001
329969,"329969-AA","21NDHDWQ_WQX-380870","Powers Lake - Deepest",48.53801,-102.61014
353800,"353800-AA","21NDHDWQ_WQX-380875","Pipestem Reservoir",46.96363,-98.75308
338887,"338887-AA","21NDHDWQ_WQX-380880","Rudolf Lake - Deepest",46.50297,-99.50368
329182,"329182-AA","21NDHDWQ_WQX-380885","Sather Dam - Deepest",47.67364,-103.808351
350593,"350593-AA","21NDHDWQ_WQX-380890","Schlecht-Thom Dam - Deepest",46.36305,-98.82973
350593,"350593-AA","21NDHDWQ_WQX-380893","Schlecht Thom Dam - Fish",46.36305,-98.82973
351260,"351260-AA","21NDHDWQ_WQX-380895","Schlecht-Weixel Dam - Deepest",46.45896,-98.897769
311829,"311829-AA","21NDHDWQ_WQX-380900","School Section Lake - Deepest",48.94567,-99.99302
311829,"311829-AA","21NDHDWQ_WQX-380903","School Section Lake - Fish",48.94567,-99.99302
310696,"310696-AA","21NDHDWQ_WQX-380905","Short Creek Dam - Deepest",48.99164,-102.78601
310696,"310696-AA","21NDHDWQ_WQX-380908","Short Creek Dam - Fish Flesh",48.99209,-102.78433
341114,"341114-AA","21NDHDWQ_WQX-380910","Sheep Creek Dam - Deepest",46.34096,-101.848531
324444,"324444-AA","21NDHDWQ_WQX-380915","Skjermo Lake - Deepest",48.95143,-103.88269
324444,"324444-AA","21NDHDWQ_WQX-380918","Skjermo Lake - Fish Flesh",48.95203,-103.882219
330715,"330715-AA","21NDHDWQ_WQX-380920","Smishek Lake - Deepest",48.61362,-102.66256
330715,"330715-AA","21NDHDWQ_WQX-380923","Smishek Lake - Fish Flesh",48.61362,-102.66256
331716,"331716-AA","21NDHDWQ_WQX-380925","Spring Lake (Bowman) - Deepest",46.22148,-103.74035
331716,"331716-AA","21NDHDWQ_WQX-380928","Spring Lake - Fish Flesh",46.22148,-103.74035
351764,"351764-AA","21NDHDWQ_WQX-380935","Sykeston Dam - Deepest",47.48295,-99.399939
332282,"332282-AA","21NDHDWQ_WQX-380940","Tioga Dam - Deepest",48.40853,-102.93485
315372,"315372-AA","21NDHDWQ_WQX-380945","Tolna Dam - Deepest",47.80446,-98.39794
332844,"332844-AA","21NDHDWQ_WQX-380960","White Earth Dam - Deepest",48.45388,-102.74307
332844,"332844-AA","21NDHDWQ_WQX-380963","White Earth Dam - Fish Flesh",48.45388,-102.74307
342433,"342433-AA","21NDHDWQ_WQX-380970","Lake Williams - Deepest",47.12943,-99.614411
342433,"342433-AA","21NDHDWQ_WQX-380973","Lake Williams - Fish Flesh",47.12943,-99.614411
315802,"315802-AA","21NDHDWQ_WQX-380975","Balta Dam - Deepest",48.1608,-100.046669
338578,"338578-AA","21NDHDWQ_WQX-380985","Arroda Lake - West - Deepest",47.23421,-101.22513
354492,"354492-AA","21NDHDWQ_WQX-380995","Barnes Lake - Deepest",47.23421,-99.277541
351144,"351144-AA","21NDHDWQ_WQX-381000","Blumhardt Lake - Deepest",46.13019,-99.13288
314642,"314642-AA","21NDHDWQ_WQX-381005","Bisbee-Big Coulee Dam - Deepest",48.63413,-99.36362
314642,"314642-AA","21NDHDWQ_WQX-381009","Bisbee-Big Coulee Dam-FishFlesh",48.63413,-99.36362
315317,"315317-AA","21NDHDWQ_WQX-381010","Brewer Lake - Deepest",47.09778,-97.41226
315317,"315317-AA","21NDHDWQ_WQX-381013","Brewer Lake - Fish Flesh",47.09778,-97.41226
341707,"341707-AA","21NDHDWQ_WQX-381020","ColdWater Lake - Deepest",46.01754,-99.06652
312473,"312473-AA","21NDHDWQ_WQX-381025","Cottonwood Lake - Deepest",47.87787,-100.67268
341700,"341700-AA","21NDHDWQ_WQX-381030","Crooked Lake - Deepest",47.64673,-100.9002
341700,"341700-AA","21NDHDWQ_WQX-381033","Crooked Lake - Fish Flesh",47.64673,-100.9002
341703,"341703-AA","21NDHDWQ_WQX-381045","Green Lake - Deepest",46.20275,-99.467491
341703,"341703-AA","21NDHDWQ_WQX-381049","Green Lake- Fish Flesh",46.20275,-99.467491
315741,"315741-AA","21NDHDWQ_WQX-381050","Harvey Dam - Deepest",47.76298,-99.92176
315741,"315741-AA","21NDHDWQ_WQX-381053","Harvey Dam - Fish Flesh",47.7629,-99.92176
350480,"350480-AA","21NDHDWQ_WQX-381055","Hehn-Schaffer Dam - Fish Flesh",46.684567,-99.131564
339023,"339023-AA","21NDHDWQ_WQX-381060","Lake ILO - Deepest",47.34277,-102.66995
349622,"349622-AA","21NDHDWQ_WQX-381070","Juanita Lake - Deepest",47.55922,-98.72667
316329,"316329-AA","21NDHDWQ_WQX-381075","McVille Dam - Deepest",47.76172,-98.164611
316329,"316329-AA","21NDHDWQ_WQX-381078","McVille Dam - Fish Flesh",47.76172,-98.164611
334169,"334169-AA","21NDHDWQ_WQX-381090","Rice Lake - Deepest",48.00836,-101.53054
334169,"334169-AA","21NDHDWQ_WQX-381092","Rice Lake - Fish Flesh",48.00836,-101.53054
315669,"315669-AA","21NDHDWQ_WQX-381100","Silver Lake - Deepest",46.02253,-97.569799
315669,"315669-AA","21NDHDWQ_WQX-381103","Silver Lake - Fish Flesh",46.02253,-97.569799
316020,"316020-AA","21NDHDWQ_WQX-381105","Lake Tobiason - Deepest",47.642467,-97.637991
316020,"316020-AA","21NDHDWQ_WQX-381106","Lake Tobiason - Littoral",47.64357,-97.63796
316020,"316020-AA","21NDHDWQ_WQX-381108","Lake Tobiason - Fish Flesh",47.64367,-97.63989
316417,"316417-AA","21NDHDWQ_WQX-381110","Sprague Lake - Deepest",46.01856,-97.53815
342539,"342539-AA","21NDHDWQ_WQX-381115","Bader Lake - Deepest",46.82679,-99.27686
353135,"353135-AA","21NDHDWQ_WQX-381125","Pheasant Lake - Deepest",46.00527,-98.67451
338600,"338600-AA","21NDHDWQ_WQX-381130","Crown Butte Dam - Deepest",46.86512,-101.087281
338600,"338600-AA","21NDHDWQ_WQX-381133","Crown Butte Dam - Fish Flesh",46.86512,-101.087281
340688,"340688-AA","21NDHDWQ_WQX-381140","Round Lake - Deepest",47.14647,-99.48685
337941,"337941-AA","21NDHDWQ_WQX-381145","Cherry Lake - Deepest",47.0648,-99.86766
342601,"342601-AA","21NDHDWQ_WQX-381150","Lake Isabel - Deepest",46.81859,-99.74952
353825,"353825-AA","21NDHDWQ_WQX-381155","Clark Lake - Deepest",47.17625,-99.41524
315375,"315375-AC","21NDHDWQ_WQX-381172","Lake Ashtabula",47.09318,-98.019029
316062,"316062-AA","21NDHDWQ_WQX-381175","Casselton Reservoir - Deepest",46.90304,-97.224839
339913,"339913-AA","21NDHDWQ_WQX-381180","Lake Josephine - Deepest",47.17904,-100.00678
311916,"311916-AA","21NDHDWQ_WQX-381185","Long Lake - Deepest",48.92554,-100.25674
311916,"311916-AA","21NDHDWQ_WQX-381188","Long Lake - Fish Flesh",48.92554,-100.25674
312563,"312563-AA","21NDHDWQ_WQX-381190","Pelican Lake - Deepest",48.94139,-100.266851
313669,"313669-AA","21NDHDWQ_WQX-381195","Strawberry Lake - Deepest",48.94382,-100.505079
313669,"313669-AA","21NDHDWQ_WQX-381196","Strawberry Lake - Littoral",48.94506,-100.504581
313669,"313669-AA","21NDHDWQ_WQX-381198","Strawberry Lake  - Fish Flesh",48.94382,-100.505079
314990,"314990-AA","21NDHDWQ_WQX-381205","Buffalo Lake - Deepest (Pierce)",48.00293,-99.83103
313920,"313920-AA","21NDHDWQ_WQX-381210","Jensen Lake - Deepest",48.99181,-99.92663
313920,"313920-AA","21NDHDWQ_WQX-381211","Jensen Lake - Littoral",48.99275,-99.92522
313920,"313920-AA","21NDHDWQ_WQX-381213","Jensen Lake - Fish Flesh",48.99181,-99.92663
315848,"315848-AA","21NDHDWQ_WQX-381225","Armourdale Dam - Deepest",48.88375,-99.418741
315848,"315848-AA","21NDHDWQ_WQX-381229","Armourdale Dam - Fish Flesh",48.88234,-99.42027
316234,"316234-AA","21NDHDWQ_WQX-381230","Cavenaugh Lake - Deepest",48.2473,-98.899699
316747,"316747-AA","21NDHDWQ_WQX-381235","Niagara Dam - Deepest",47.99919,-97.86192
316747,"316747-AA","21NDHDWQ_WQX-381238","Niagara Dam - Fish Flesh",47.99919,-97.86192
316502,"316502-AA","21NDHDWQ_WQX-381240","Fordville Dam - Deepest",48.17868,-97.760229
316502,"316502-AA","21NDHDWQ_WQX-381243","Fordville Dam - Fish Flesh",48.17864,-97.76023
315976,"315976-AA","21NDHDWQ_WQX-381255","Whitman Dam - Deepest",48.18311,-98.055
315976,"315976-AA","21NDHDWQ_WQX-381258","Whitman Dam - Fish Flesh",48.18311,-98.055
316751,"316751-AA","21NDHDWQ_WQX-381260","Homme Dam - Deepest",48.40628,-97.79094
316751,"316751-AA","21NDHDWQ_WQX-381263","Homme Dam - Fish Flesh",48.40628,-97.79094
316500,"316500-AA","21NDHDWQ_WQX-381265","Bylin Dam - Deepest",48.36736,-98.01221
316501,"316501-AA","21NDHDWQ_WQX-381270","Matejcek Dam - Deepest",48.22549,-97.92745
316501,"316501-AA","21NDHDWQ_WQX-381274","Matejcek Dam - Fish Flesh",48.22549,-97.92745
314644,"314644-AA","21NDHDWQ_WQX-381275","Renwick Dam - Deepest",48.77802,-97.748721
314644,"314644-AA","21NDHDWQ_WQX-381278","Renwick Dam - Fish Flesh",48.77802,-97.748721
315057,"315057-AA","21NDHDWQ_WQX-381280","Dion Lake - Deepest",48.97899,-99.89365
315057,"315057-AA","21NDHDWQ_WQX-381283","Dion Lake - Fish Flesh",48.97899,-99.89365
313928,"313928-AA","21NDHDWQ_WQX-381285","Gravel Lake - Deepest",48.95652,-99.83482
313928,"313928-AA","21NDHDWQ_WQX-381288","Gravel Lake - Fish Flesh",48.95652,-99.83482
342094,"342094-AA","21NDHDWQ_WQX-381315","Spillway Pond - Deepest",47.47935,-101.397421
342094,"342094-AA","21NDHDWQ_WQX-381318","Spillway Pond - Fish Flesh",47.47935,-101.397421
313082,"313082-AA","21NDHDWQ_WQX-381320","Baukol-Noonan Dam - Deepest",48.86915,-102.952691
313082,"313082-AA","21NDHDWQ_WQX-381322","Baukol-Noonan Dam - Littoral",48.87045,-102.95174
339624,"339624-AA","21NDHDWQ_WQX-381325","Welk Dam - Deepest",46.12121,-100.324259
339624,"339624-AA","21NDHDWQ_WQX-381328","Welk Dam - Fish Flesh",46.12121,-100.324259
341466,"341466-AA","21NDHDWQ_WQX-381330","Nieuwsma Dam - Deepest",45.97176,-100.04501
341466,"341466-AA","21NDHDWQ_WQX-381333","Nieuwsma Dam - Fish Flesh",45.97176,-100.04501
342606,"342606-AA","21NDHDWQ_WQX-381335","Long Lake - Deepest",47.7205,-100.856051
342606,"342606-AA","21NDHDWQ_WQX-381337","Long Lake - Fish Flesh",47.7205,-100.856051
315380,"315380-AB","21NDHDWQ_WQX-381340","North Golden Lake - Deepest",47.58622,-97.63144
334170,"334170-AA","21NDHDWQ_WQX-381345","North Carlson Lake - Deepest",47.92303,-101.474179
334170,"334170-AA","21NDHDWQ_WQX-381347","North Carlson Lake-Fish Flesh",47.92303,-101.474179
312448,"312448-AA","21NDHDWQ_WQX-381350","Velva Sportsmans Dam - Deepest",47.93575,-100.9715
312448,"312448-AA","21NDHDWQ_WQX-381351","Velva Sportsmans Dam -Littoral",47.93516,-100.971
312448,"312448-AA","21NDHDWQ_WQX-381353","Velva Sportsmans Dam - Fish",47.93575,-100.9715
334017,"334017-AA","21NDHDWQ_WQX-381355","ClearWater Lake - Deepest",48.40914,-102.28606
334017,"334017-AA","21NDHDWQ_WQX-381358","ClearWater Lake - Fish Flesh",48.40914,-102.28606
314261,"314261-AA","21NDHDWQ_WQX-381360","Alkali Lake - Deepest",46.02462,-97.38213
314261,"314261-AA","21NDHDWQ_WQX-381362","Alkali Lake - Littoral",46.02398,-97.38418
314261,"314261-AA","21NDHDWQ_WQX-381363","Alkali Lake - Fish Flesh",46.02462,-97.38213
330939,"330939-AA","21NDHDWQ_WQX-381370","Hiddenwood Lake - Deepest",47.8486,-101.800101
330939,"330939-AA","21NDHDWQ_WQX-381372","Hiddenwood Lake - Littoral",47.84972,-101.80038
