"","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","DOC_PPM","NO3N_PPM","CHLA_PPB","NTL_PPM","NH4N_PPM","PTL_PPB","DIN_PPM","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","TSTATE_TP","TSTATE_TN","TSTATE_CHL"
"876",2011071,"NLA17_NH-10063",1,"29-Jun-17",4.12,5e-04,9.07,0.371,0.007,20.32375,0.0075,"PROB","NAP","Northern Appalachians",-71.75199836,43.87760186,"Region_01",7.148709134,"Non-Urban","NATURAL",20.1103754,341,"H01070001","NLA_NH-10039",40.3662953785178,2.64867566216892e-05,4.99750124937531e-07,3.56964374955379e-08,6.56160204282332e-07,0.000343047460449625,5.35446562433069e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"877",2011072,"NLA17_WI-10080",1,"29-Jun-17",4.48,NA,5.3,0.241,NA,15,NA,"PROB","UMW","Upper Midwest",-91.34088,46.57631,"Region_05",113.2937722,"Non-Urban","NATURAL",3.261782,333,"H04010301","NLA_WI-10155",35.5283150877799,1.72056828728493e-05,NA,NA,4.84280856841625e-07,0.000373022481265612,NA,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"878",2011073,"NLA17_ID-10001",1,"29-Jun-17",1.96,0.0025,0.75,0.321,0.029,45.4875,0.0315,"PROB","WMT","Western Mountains",-116.463,44.96412,"Region_10",24.48826697,"Non-Urban","MAN_MADE",211.4298,1453,"H17050124","NLA_ID-10058",15.6049288218263,2.29171128721354e-05,2.0703933747412e-06,1.7848218747769e-07,1.46858169837223e-06,0.000163197335553705,2.24887556221889e-06,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"879",2011074,"NLA17_GA-HP001",1,"29-Jun-17",11.89,4e-04,12.1,0.701,0.009,27.38625,0.0094,"HAND","CPL","Coastal Plains",-83.1275,31.01972222,"Region_04",0,"Urban","MAN_MADE",3291.452,58.02,"H03110202","NLA_GA-10082",56.602325938999,5.00464053687442e-05,6.42535874919683e-07,2.85571499964304e-08,8.84175774378597e-07,0.000990008326394671,6.71093024916113e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"880",2011075,"NLA17_MI-10089",1,"29-Jun-17",17.13,0.005,8.62,0.836,0.025,20.58,0.03,"PROB","UMW","Upper Midwest",-86.44973,45.90731,"Region_05",58.01738359,"Non-Urban","NATURAL",6.010924,217,"H04030112","NLA_MI-10181",89.8275873528181,5.96844434925394e-05,1.7848218747769e-06,3.56964374955379e-07,6.64433335586709e-07,0.0014263114071607,2.14178624973228e-06,"MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"881",2011076,"NLA17_WI-10011",1,"5-Jul-17",10.1,NA,44.3,1.14,NA,127,NA,"PROB","TPL","Temperate Plains",-88.94242,42.7318,"Region_05",95.0490899,"Urban","NATURAL",9.407501,265,"H07110004","NLA_WI-10123",19.8495176920651,8.13878774898265e-05,NA,NA,4.10024458792576e-06,0.000840965861781848,NA,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"882",2011077,"NLA17_IN-10039",1,"5-Jul-17",4.67,0,12.8,0.674,0.017,30.0975,0.017,"HAND","SAP","Southern Appalachians",-86.64352,38.12723,"Region_05",0,"Non-Urban","MAN_MADE",55.32295,139,"H07050003","NLA_IN-10078",49.5197338301219,4.81187977439852e-05,1.21367887484829e-06,0,9.7170953925272e-07,0.000388842631140716,1.21367887484829e-06,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"883",2011078,"NLA17_IN-10032",1,"5-Jul-17",7.66,0,24.8,1.255,0.015,62.49625,0.015,"HAND","TPL","Temperate Plains",-86.4746,41.41448,"Region_05",0,"Urban","NATURAL",129.1173,218,"H07120004","NLA_IN-10027",44.405687181228,8.95980581138002e-05,1.07089312486614e-06,0,2.01771583329256e-06,0.000637801831806828,1.07089312486614e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"884",2011079,"NLA17_WA-10001",1,"5-Jul-17",9.67,5e-04,8.78,0.491,0.011,28.09125,0.0115,"PROB","WMT","Western Mountains",-124.0352,46.4318,"Region_10",49.6047172,"Urban","NATURAL",17.62294,4,"H17100106","NLA_WA-10040",38.6508683628652,3.50539016206183e-05,7.85321624901835e-07,3.56964374955379e-08,9.06936974650153e-07,0.000805162364696087,8.21018062397373e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"885",2011080,"NLA17_UT-10064",1,"5-Jul-17",12.3,0,2,0.856,0.024,19.66625,0.024,"PROB","WMT","Western Mountains",-110.6373,40.55109,"Region_08",10.48210679,"Non-Urban","NATURAL",4.073797,2739,"H14060003","NLA_UT-10356",96.2500662855159,6.1112300992361e-05,1.71342899978582e-06,0,6.3493256005744e-07,0.00102414654454621,1.71342899978582e-06,"MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"886",2011081,"NLA17_LA-10024",1,"6-Jul-17",4.59,0.0011,15.31,0.715,0.026,41.8425,0.0271,"PROB","CPL","Coastal Plains",-90.50086,30.54652,"Region_06",75.51190489,"Urban","MAN_MADE",5.63481,15,"H08060202","NLA_LA-10147",37.7865503161495,5.10459056186193e-05,1.85621474976797e-06,7.85321624901835e-08,1.35090145015971e-06,0.00038218151540383,1.93474691225816e-06,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"887",2011082,"NLA17_WI-10110",1,"6-Jul-17",13.2,NA,1250,0.759,NA,286,NA,"PROB","TPL","Temperate Plains",-89.36916,42.89272,"Region_05",194.1331735,"Urban","NATURAL",2.16245,290,"H07090001","NLA_WI-10185",5.86846570632816,5.41871921182266e-05,NA,NA,9.23362167044698e-06,0.00109908409658618,NA,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"888",2011083,"NLA17_IN-10055",1,"6-Jul-17",4.35,0.9504,4.37,1.621,0.025,11.125,0.9754,"HAND","UMW","Upper Midwest",-85.83056,41.38936,"Region_05",0,"Non-Urban","NATURAL",73.5138,252,"H03160101","NLA_IN-10120",322.204664593918,0.000115727850360534,1.7848218747769e-06,6.78517883915185e-05,3.59174968824205e-07,0.000362198168193172,6.96366102662954e-05,"MESOTROPHIC (10-25 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"889",2011084,"NLA17_WA-10009",1,"6-Jul-17",0.39,0.0333,1.63,0.119,0.006,22.88125,0.0393,"PROB","WMT","Western Mountains",-124.0473,47.13373,"Region_10",69.36222688,"Non-Urban","NATURAL",7.6747,10,"H17100105","NLA_WA-10077",11.5004820226543,8.49575212393803e-06,4.28357249946455e-07,2.37738273720283e-06,7.38730090373829e-07,3.24729392173189e-05,2.80573998714928e-06,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"890",2011085,"NLA17_IN-10002",1,"6-Jul-17",4.03,0.0048,4.23,0.428,0.014,11.9225,0.0188,"PROB","TPL","Temperate Plains",-87.11606,38.21299,"Region_05",105.6832704,"Non-Urban","MAN_MADE",10.91514,150,"H05040003","NLA_IN-10061",79.3825903161052,3.05561504961805e-05,9.99500249875062e-07,3.42685799957164e-07,3.84922567712952e-07,0.000335553705245629,1.34218604983223e-06,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"891",2011086,"NLA17_SD-10010",2,"7-Jul-17",40.89,0,7.97,4.45,0.445,238.05875,0.445,"PROB","NPL","Northern Plains",-99.74593,44.88032,"Region_08",5.226077106,"Non-Urban","NATURAL",412.2112,554,"H10130105","NLA_SD-10163",41.3356423007058,0.000317698293710288,3.17698293710288e-05,0,7.68581969524308e-06,0.00340466278101582,3.17698293710288e-05,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"892",2011087,"NLA17_VA-10020",1,"6-Jul-17",3.77,2e-04,4.09,0.313,0.007,25.365,0.0072,"PROB","SAP","Southern Appalachians",-77.90605,37.03911,"Region_03",12.13678717,"Non-Urban","MAN_MADE",18.01291,75,"H03010201","NLA_VA-10064",27.287157596539,2.23459698722068e-05,4.99750124937531e-07,1.42785749982152e-08,8.18918928919188e-07,0.000313905079100749,5.14028699935746e-07,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"893",2011088,"NLA17_ME-10009",1,"10-Jul-17",3.98,0,1.09,0.258,0.008,7.57,0.008,"PROB","NAP","Northern Appalachians",-69.52274,44.21011,"Region_01",115.9911976,"Non-Urban","NATURAL",29.69502,54,"H01050003","NLA_ME-10047",75.3655121437583,1.84193617476976e-05,5.71142999928607e-07,0,2.4440040575274e-07,0.000331390507910075,5.71142999928607e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"894",2011089,"NLA17_WI-10076",1,"10-Jul-17",10.7,NA,34.2,0.652,NA,49.5,NA,"PROB","UMW","Upper Midwest",-91.4615,45.30485,"Region_05",113.2937722,"Non-Urban","NATURAL",3.011377,345,"H07050005","NLA_WI-10151",29.1266961363416,4.65481544941815e-05,NA,NA,1.59812682757736e-06,0.000890924229808493,NA,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"895",2011091,"NLA17_WA-10006",1,"10-Jul-17",3.17,4e-04,8.08,0.494,0.019,28.66875,0.0194,"PROB","WMT","Western Mountains",-122.4059,46.49769,"Region_10",5.735656333,"Non-Urban","MAN_MADE",84.03296,237,"H17080005","NLA_WA-10017",38.1036886384414,3.52680802455915e-05,1.35646462483044e-06,2.85571499964304e-08,9.25581787638556e-07,0.000263946711074105,1.38502177482687e-06,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"896",2011092,"NLA17_ID-10010",1,"10-Jul-17",2.96,0.0089,1.3,0.281,0.023,19.6575,0.0319,"PROB","WMT","Western Mountains",-116.1841,44.3291,"Region_10",12.72581128,"Non-Urban","MAN_MADE",71.57222,1506,"H17050122","NLA_ID-10091",31.6101723540512,2.00613978724923e-05,1.64203612479475e-06,6.35396587420575e-07,6.34650062890949e-07,0.000246461282264779,2.27743271221532e-06,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"897",2011093,"NLA17_ME-10030",1,"11-Jul-17",4.23,0,2.57,0.318,0.004,10.04625,0.004,"PROB","NAP","Northern Appalachians",-70.26284,44.41551,"Region_01",433.2461105,"Non-Urban","NATURAL",7.822506,234,"H01040002","NLA_ME-10059",69.9957976387053,2.27029342471621e-05,2.85571499964304e-07,0,3.24347103869678e-07,0.000352206494587843,2.85571499964304e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"898",2011094,"NLA17_WI-10108",1,"11-Jul-17",9.9,NA,40.6,0.837,NA,110,NA,"PROB","UMW","Upper Midwest",-91.56433,45.74694,"Region_05",113.2937722,"Non-Urban","NATURAL",2.220074,426,"H07050004","NLA_WI-10183",16.8260277603575,5.97558363675305e-05,NA,NA,3.55139295017192e-06,0.000824313072439634,NA,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"899",2011095,"NLA17_IL-10002",1,"11-Jul-17",3.77,1.0597,50.72,2.441,0.017,58.55125,1.0767,"PROB","TPL","Temperate Plains",-90.39981,40.98745,"Region_05",77.92775207,"Urban","MAN_MADE",42.64362,229,"H07080207","NLA_IL-10026",92.1892828357227,0.000174270007853216,1.21367887484829e-06,7.56550296280431e-05,1.89034996794321e-06,0.000313905079100749,7.68687085028914e-05,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"900",2011096,"NLA17_VT-10009",1,"11-Jul-17",1.59,0.0053,0.33,0.175,0.013,6.88125,0.0183,"PROB","NAP","Northern Appalachians",-72.29345053,44.08631378,"Region_01",57.95085577,"Non-Urban","NATURAL",2.254298004,341,"H01080104","NLA_VT-10027",56.236662773064,1.24937531234383e-05,9.28107374883987e-07,3.78382237452702e-07,2.22163843076095e-07,0.000132389675270608,1.30648961233669e-06,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"901",2011097,"NLA17_IN-10004",1,"10-Jul-17",6.05,0,2.69,0.6,0.013,5.07625,0.013,"PROB","UMW","Upper Midwest",-85.04234,41.70096,"Region_05",6.557507086,"Urban","NATURAL",407.1981,292,"H03170004","NLA_IN-10035",261.370805416583,4.28357249946455e-05,9.28107374883987e-07,0,1.6388871330282e-07,0.000503746877601998,9.28107374883987e-07,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"902",2011098,"NLA17_IN-10010",1,"11-Jul-17",6.85,4e-04,23.31,1.086,0.013,46.35875,0.0134,"PROB","UMW","Upper Midwest",-85.35247,41.48876,"Region_05",75.25066536,"Urban","MAN_MADE",254.7477,279,"H03160101","NLA_IN-10097",51.8020487459786,7.75326622403084e-05,9.28107374883987e-07,2.85571499964304e-08,1.49671034480711e-06,0.000570358034970858,9.56664524880417e-07,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"903",2011099,"NLA17_WA-10007",1,"11-Jul-17",4.55,0.9089,9.9,1.616,0.012,34.40625,0.9209,"PROB","XER","Xeric",-120.556,46.622,"Region_10",62.09659701,"Urban","NATURAL",4.586157,343,"H17030002","NLA_WA-10111",103.861082332882,0.000115370885985579,8.56714499892911e-07,6.48889840793889e-05,1.11081921538048e-06,0.000378850957535387,6.57456985792818e-05,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"904",2011100,"NLA17_UT-10066",1,"11-Jul-17",1.54,0.0044,1.87,0.201,0.01,30.70125,0.0144,"PROB","WMT","Western Mountains",-111.4929,38.20258,"Region_08",8.850559498,"Non-Urban","NATURAL",10.30783,3098,"H14070003","NLA_UT-10358",14.4773417884821,1.43499678732063e-05,7.13928749910759e-07,3.14128649960734e-07,9.91201843740596e-07,0.000128226477935054,1.02805739987149e-06,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"905",2011101,"NLA17_NM-10004",2,"11-Jul-17",12.69,0.0039,4.65,1.29,0.073,143.485,0.0769,"PROB","SPL","Southern Plains",-104.8161,36.17599,"Region_06",2.455368404,"Non-Urban","NATURAL",25.20015,2038,"H11080003","NLA_NM-10074",19.8807166926247,9.20968087384879e-05,5.21167987434854e-06,2.78432212465196e-07,4.6324692495947e-06,0.00105661948376353,5.49011208681374e-06,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"906",2011102,"NLA17_UT-HP002",1,"11-Jul-17",3.74,0.0146,3.19,0.294,0.022,15.45875,0.0366,"HAND","XER","Xeric",-111.0606041,40.3437782,"Region_08",0,"Non-Urban","MAN_MADE",113.405,2341.79,"H14060004","NLA_UT-10051",42.0554016326033,2.09895052473763e-05,1.57064324980367e-06,1.04233597486971e-06,4.99091779713365e-07,0.000311407160699417,2.61297922467338e-06,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"907",2011103,"NLA17_ID-10030",1,"11-Jul-17",1.79,0,0.62,0.109,0.001,10.17875,0.001,"PROB","WMT","Western Mountains",-116.0224,45.12767,"Region_10",12.72581128,"Non-Urban","NATURAL",122.0913,1694,"H17050123","NLA_ID-10117",23.6799553086179,7.78182337402727e-06,7.13928749910759e-08,0,3.28624918105113e-07,0.000149042464612823,7.13928749910759e-08,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"908",2011104,"NLA17_NM-10003",2,"12-Jul-17",4.21,3e-04,2.57,0.283,0.005,21.74625,0.0053,"PROB","SPL","Southern Plains",-105.2418,35.66711,"Region_06",2.37333604,"Urban","MAN_MADE",437.4939,2012,"H13060001","NLA_NM-10082",28.7773558607307,2.02041836224745e-05,3.56964374955379e-07,2.14178624973228e-08,7.02086172206146e-07,0.000350541215653622,3.78382237452702e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"909",2011105,"NLA17_NH-10004",1,"12-Jul-17",7.19,4e-04,36.8,0.669,0.009,39.2375,0.0094,"PROB","NAP","Northern Appalachians",-72.10314,42.73345,"Region_01",14.11919026,"Urban","NATURAL",53.36929,270,"H01080202","NLA_NH-10005",37.7028011305629,4.77618333690298e-05,6.42535874919683e-07,2.85571499964304e-08,1.26679800802155e-06,0.000598667776852623,6.71093024916113e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"910",2011106,"NLA17_IL-10009",1,"12-Jul-17",4.81,0.0137,3.27,0.878,0.146,59.466,0.1597,"PROB","TPL","Temperate Plains",-89.74544,40.63115,"Region_05",25.33430259,"Urban","MAN_MADE",19.09865,170,"H07130003","NLA_IL-10030",32.6493558721069,6.26829442421646e-05,1.04233597486971e-05,9.7808238737774e-07,1.91988302886294e-06,0.000400499583680266,1.14014421360748e-05,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"911",2011108,"NLA17_OR-10143",1,"12-Jul-17",3.14,NA,1.5,0.2525,NA,10,NA,"PROB","WMT","Western Mountains",-121.781,44.39364,"Region_10",42.65136929,"Non-Urban","NATURAL",2.791287,1268,"H17070301","NLA_OR-10237",55.8354744377454,1.80267009352467e-05,NA,NA,3.22853904561083e-07,0.000261448792672773,NA,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"912",2011109,"NLA17_OR-10011",1,"10-Jul-17",3.1,0.0024,1.52,0.278,0.011,19.28375,0.0134,"PROB","WMT","Western Mountains",-121.8014,44.39993,"Region_10",44.79120741,"Non-Urban","NATURAL",5.781103,1302,"H17070301","NLA_OR-10077",31.8788122276415,1.98472192475191e-05,7.85321624901835e-07,1.71342899978582e-07,6.22583398207979e-07,0.00025811823480433,9.56664524880417e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"913",2011110,"NLA17_AZ-10006",1,"13-Jul-17",11.1,0.0013,24.8,1.545,0.169,422.5325,0.1703,"PROB","WMT","Western Mountains",-109.0851,33.8306,"Region_09",5.769101622,"Non-Urban","MAN_MADE",48.44853,2403,"H15040004","NLA_AZ-10083",8.0856919735512,0.000110301991861212,1.20653958734918e-05,9.28107374883987e-08,1.36416267428956e-05,0.000924229808492923,1.21582066109802e-05,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"914",2011111,"NLA17_VT-10001",1,"13-Jul-17",5.72,4e-04,2.27,0.301,0.016,10.27875,0.0164,"PROB","NAP","Northern Appalachians",-71.81175,44.44696,"Region_01",9.198155402,"Non-Urban","NATURAL",82.15969,312,"H01080103","NLA_VT-10011",64.7552553974259,2.14892553723138e-05,1.14228599985721e-06,2.85571499964304e-08,3.31853457150723e-07,0.000476269775187344,1.17084314985364e-06,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"915",2011112,"NLA17_WI-10012",1,"13-Jul-17",8.35,NA,7.3,0.398,NA,28.9,NA,"PROB","UMW","Upper Midwest",-91.57065,45.73497,"Region_05",855.7941647,"Non-Urban","NATURAL",6.207703,410,"H07020002","NLA_WI-10086",30.4532787368155,2.84143642464482e-05,NA,NA,9.33047784181531e-07,0.000695253955037469,NA,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"916",2011113,"NLA17_IN-10072",1,"13-Jul-17",4.94,0.0081,8.72,0.745,0.01,18.6625,0.0181,"PROB","UMW","Upper Midwest",-85.70056,41.40107,"Region_05",154.4304305,"Urban","NATURAL",1075.269,260,"H04050001","NLA_IN-10170",88.274502834737,5.31876918683515e-05,7.13928749910759e-07,5.78282287427715e-07,6.02526099387122e-07,0.000411323896752706,1.29221103733847e-06,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"917",2011114,"NLA17_NM-10049",1,"13-Jul-17",2.72,0.0888,5.37,0.281,0.013,43.8075,0.1018,"PROB","WMT","Western Mountains",-106.6984,36.69162,"Region_06",4.892219251,"Non-Urban","MAN_MADE",1918.982,2182,"H13020102","NLA_NM-10003",14.1842598424873,2.00613978724923e-05,9.28107374883987e-07,6.33968729920754e-06,1.41434224240597e-06,0.000226477935054122,7.26779467409153e-06,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"918",2011115,"NLA17_MT-10036",2,"13-Jul-17",6.49,0,4.21,0.548,0.007,26.27125,0.007,"PROB","NPL","Northern Plains",-106.4418,48.05508,"Region_08",26.59594432,"Non-Urban","MAN_MADE",21.44921,622,"H10060001","NLA_MT-10108",46.1263032114174,3.91232954951096e-05,4.99750124937531e-07,0,8.48177564020036e-07,0.000540383014154871,4.99750124937531e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"919",2011116,"NLA17_UT-10009",1,"13-Jul-17",2.38,0,2.59,0.17,0.009,11.38875,0.009,"PROB","WMT","Western Mountains",-111.2934,39.70682,"Region_08",47.47497213,"Non-Urban","MAN_MADE",31.45109,2568,"H14060007","NLA_UT-10142",33.008188441709,1.21367887484829e-05,6.42535874919683e-07,0,3.67690240557004e-07,0.000198168193172356,6.42535874919683e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"920",2011117,"NLA17_ID-10001",2,"13-Jul-17",1.98,0,2.8,0.179,0.004,24.8775,0.004,"PROB","WMT","Western Mountains",-116.463,44.96412,"Region_10",24.48826697,"Non-Urban","MAN_MADE",211.4298,1453,"H17050124","NLA_ID-10058",15.9109138530983,1.27793246234026e-05,2.85571499964304e-07,0,8.03179801071835e-07,0.000164862614487927,2.85571499964304e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"921",2011118,"NLA17_VT-10004",1,"14-Jul-17",3.02,0,7.66,0.34,0.004,15.41625,0.004,"PROB","NAP","Northern Appalachians",-72.9473,44.41874,"Region_01",53.73690108,"Urban","NATURAL",10.86069,191,"H04150403","NLA_VT-10020",48.7695783495356,2.42735774969658e-05,2.85571499964304e-07,0,4.9771965061898e-07,0.000251457119067444,2.85571499964304e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)"
"922",2011119,"NLA17_WA-10052",1,"13-Jul-17",3.88,0,1.82,0.356,0.007,8.2275,0.007,"PROB","WMT","Western Mountains",-122.6829,47.15698,"Region_10",20.78096181,"Non-Urban","NATURAL",30.32023,60,"H17110019","NLA_WA-10131",95.6821521633853,2.5415863496823e-05,4.99750124937531e-07,0,2.65628049977631e-07,0.000323064113238968,4.99750124937531e-07,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"923",2011120,"NLA17_IN-10051",1,"13-Jul-17",9.56,0.1392,26.72,2.004,0.497,119.33625,0.6362,"HAND","UMW","Upper Midwest",-85.65816,41.71686,"Region_05",0,"Urban","NATURAL",9.506815,259,"H03160101","NLA_IN-10093",37.13420742085,0.000143071321482116,3.54822588705647e-05,9.93788819875776e-06,3.85281742681776e-06,0.000796003330557869,4.54201470693225e-05,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"924",2011121,"NLA17_IN-10099",1,"14-Jul-17",11.36,0,49.92,2.255,0.016,297.13375,0.016,"PROB","TPL","Temperate Plains",-85.37019,40.61074,"Region_05",85.82811419,"Non-Urban","MAN_MADE",2.658974,253,"H05120106","NLA_IN-10197",16.7819873906157,0.000160990933104876,1.14228599985721e-06,0,9.59307913643768e-06,0.000945878434637802,1.14228599985721e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"925",2011122,"NLA17_MN-HP004",1,"13-Jul-17",10.48,0,14.56,0.883,0.013,27.83625,0.013,"HAND","UMW","Upper Midwest",-94.5032,47.04493,"Region_05",0,"Non-Urban","NATURAL",2.772435,426.6,"H07010102","NLA_MN-10080",70.1453365982251,6.303990861712e-05,9.28107374883987e-07,0,8.98704200083845e-07,0.000872606161532057,9.28107374883987e-07,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"926",2011123,"NLA17_MT-10018",1,"16-Jul-17",13.19,0,2.92,1.266,0.028,34.6275,0.028,"PROB","NPL","Northern Plains",-104.9378,45.49482,"Region_08",124.7838536,"Non-Urban","MAN_MADE",1.819469,963,"H10090209","NLA_MT-10179",80.8465321666714,9.03833797387021e-05,1.99900049975012e-06,0,1.11796235801889e-06,0.00109825145711907,1.99900049975012e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
