lakeid,sampledate,doc,no3no2,totpf,totpuf,flagdoc,flagno3no2,flagtotpf,flagtotpuf
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-09-27,,,,,,,,
BM,2016-10-10,3.19,1,5,10,,X,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,3.49,1,5,11,,X,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,2.85,1,5,20,,X,,
BM,2016-10-10,,,,,,,,
BM,2016-10-10,2.90,2,6,28,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-10-26,,,,,,,,
BM,2016-11-11,3.40,5,3,9,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,3.43,6,3,9,,,E,E
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,,,,,,,,
BM,2016-11-11,3.34,5,2,11,,,X,
BM,2017-01-18,3.66,11,4,4,,,,N
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,3.14,21,6,7,,,E,E
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,,,,,,,,
BM,2017-01-18,2.78,12,21,35,,,,
BM,2017-02-21,3.65,63,3,5,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,3.35,98,15,8,,,NL,N
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,,,,,,,,
BM,2017-02-21,3.79,7,45,77,,,,
BM,2017-03-28,3.75,73,6,7,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,3.35,114,7,10,,,N,N
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,,,,,,,,
BM,2017-03-28,2.85,4,97,102,,e,,
BM,2017-04-19,3.26,57,9,10,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,3.21,57,4,9,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,,,,,,,,
BM,2017-04-19,3.40,59,6,11,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-01,,,,,,,,
BM,2017-05-16,3.43,14,2,5,,,X,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,3.44,14,5,14,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,3.50,14,5,14,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,3.35,21,5,17,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,,,,,,,,
BM,2017-05-16,4.36,27,6,12,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-05-30,,,,,,,,
BM,2017-06-13,3.74,5,1,5,,,X,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,3.92,2,1,6,,,X,N
BM,2017-06-13,,,,,,,,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,3.58,5,2,7,,,X,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,3.45,10,0,6,,,X,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,3.32,24,2,6,,,X,
BM,2017-06-13,,,,,,,,
BM,2017-06-13,3.39,26,1,5,,E,X,E
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-06-26,,,,,,,,
BM,2017-07-11,4.18,2,0,3,,N,X,N
BM,2017-07-11,,,,,,,,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,3.94,7,3,5,,,,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,3.68,43,2,8,,,X,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,3.28,2,2,13,,,X,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,3.25,19,1,7,,,X,
BM,2017-07-11,,,,,,,,
BM,2017-07-11,,32,5,8,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-07-24,,,,,,,,
BM,2017-08-07,3.87,1,1,6,,X,X,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,3.84,2,1,6,,,X,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,3.62,2,3,6,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,3.13,2,3,12,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,3.04,14,2,10,,,X,
BM,2017-08-07,,,,,,,,
BM,2017-08-07,3.25,11,2,12,,,X,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-08-22,,,,,,,,
BM,2017-09-06,3.85,1,3,6,,X,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,3.71,1,3,8,,X,E,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,3.14,1,5,13,,X,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,3.01,1,4,17,,X,,
BM,2017-09-06,,,,,,,,
BM,2017-09-06,2.96,1,5,23,,NLX,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-09-18,,,,,,,,
BM,2017-10-03,3.72,2,1,8,,,X,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,3.48,2,3,11,,ENL,,N
BM,2017-10-03,,,,,,,,
BM,2017-10-03,2.99,1,3,12,,X,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,2.89,4,4,18,,,,
BM,2017-10-03,,,,,,,,
BM,2017-10-03,2.91,1,7,29,,X,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-10-17,,,,,,,,
BM,2017-11-08,3.66,15,12,18,,,,E
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,3.42,10,11,18,,N,,NL
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,,,,,,,,
BM,2017-11-08,3.54,8,11,19,,,,
BM,2018-01-22,3.84,16,1,6,,,X,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,3.34,25,2,3,,E,X,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,,,,,,,,
BM,2018-01-22,2.96,9,33,51,,,,
BM,2018-02-20,4.19,25,7,11,,E,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,3.55,72,9,7,,N,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,,,,,,,,
BM,2018-02-20,3.15,15,39,45,,,,
BM,2018-03-28,3.66,76,3,4,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,3.28,113,13,16,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,,,,,,,,
BM,2018-03-28,2.96,6,101,115,,E,,
BM,2018-05-16,3.28,66,6,10,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,3.15,105,6,16,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,,,,,,,,
BM,2018-05-16,3.25,109,6,17,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-05-29,,,,,,,,
BM,2018-06-13,,5,0,1,,,X,X
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,5,0,1,,E,X,X
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,5,0,11,,,X,N
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,6,0,17,,,X,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,14,0,7,,,X,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,,,,,,,
BM,2018-06-13,,52,7,14,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-06-26,,,,,,,,
BM,2018-07-09,4.10,13,262,286,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,4.05,6,6,8,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,3.81,0,9,10,,X,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,3.60,14,8,10,,N,,N
BM,2018-07-09,,,,,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,3.32,24,9,12,,,,
BM,2018-07-09,,,,,,,,
BM,2018-07-09,3.37,42,15,21,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-07-23,,,,,,,,
BM,2018-08-06,3.68,2,1,1,K,,X,X
BM,2018-08-06,,,,,,,,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,3.51,5,0,1,K,,X,X
BM,2018-08-06,,,,,,,,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,3.29,2,2,5,K,,X,E
BM,2018-08-06,,,,,,,,
BM,2018-08-06,3.25,2,2,8,K,,X,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,2.97,32,7,11,K,,,
BM,2018-08-06,,,,,,,,
BM,2018-08-06,2.96,25,10,24,K,E,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-08-20,,,,,,,,
BM,2018-09-04,4.14,0,0,3,,X,X,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,3.98,0,0,2,,X,X,EX
BM,2018-09-04,,,,,,,,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,3.52,0,0,8,,X,X,N
BM,2018-09-04,,,,,,,,
BM,2018-09-04,3.27,12,2,7,,,X,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,3.08,0,4,16,,X,,
BM,2018-09-04,,,,,,,,
BM,2018-09-04,3.06,0,13,28,,X,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-09-19,,,,,,,,
BM,2018-10-01,3.81,1,0,2,,X,X,X
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,3.62,1,0,0,,X,X,X
BM,2018-10-01,,,,,,,,
BM,2018-10-01,3.25,9,0,2,,,EX,X
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,3.06,1,0,8,,X,X,
BM,2018-10-01,,,,,,,,
BM,2018-10-01,3.18,1,0,11,,EX,X,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-10-17,,,,,,,,
BM,2018-11-06,3.56,6,3,8,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,3.64,6,4,8,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,,,,,,,,
BM,2018-11-06,3.74,6,2,8,,,X,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
BM,2019-01-16,,,,,,,,
